,Race,Area ID,Perceived: AGE,Basis for Stop,Stop_Year,Action Taken: None,Stop Time,Result of Stop: No Action,Result of Stop: Warning,Result of Stop: Citation for infraction,Result of Stop: In-field cite and release,Result of Stop: Custodial Arrest Pursuant to Outstanding Warrant,Result of Stop: Custodial Arrest Without Warrant,Result of Stop: Noncriminal Transport or Caretaking Transport,Result of Stop: Psychiatric Hold,Result of Stop: Referred to U.S. Department of Homeland Security
18559,3,19,59,,2022,0,08:49,0,1,0,0,0,0,0,0,0
18560,4,10,18,,2022,1,21:50,0,0,1,0,0,0,0,0,0
18561,7,08,70,,2022,1,22:39,0,0,0,0,0,0,0,0,0
18562,7,21,25,,2022,1,16:00,0,0,1,0,0,0,0,0,0
18563,3,05,28,,2022,1,10:26,0,0,1,0,0,0,0,0,0
18564,2,01,28,,2022,0,09:34,0,0,1,0,0,0,0,0,0
18565,2,14,40,,2022,1,02:41,0,1,0,0,0,0,0,0,0
18566,2,03,50,,2022,1,11:54,0,1,0,0,0,0,0,0,0
18567,3,13,18,,2022,0,23:34,0,0,1,0,0,0,0,0,0
18568,3,11,37,,2022,1,14:24,0,0,1,0,0,0,0,0,0
18569,3,03,25,Matched suspect description,2022,1,16:40,0,0,0,0,0,0,0,0,0
18570,3,09,38,Matched suspect description,2022,0,08:44,1,0,0,0,0,0,0,0,0
18571,3,21,35,,2022,1,22:23,0,1,0,0,0,0,0,0,0
18572,7,14,49,Other reasonable suspicion of a crime,2022,0,11:06,0,0,0,0,0,1,0,0,0
18573,2,18,37,,2022,0,23:18,0,0,0,0,0,1,0,0,0
18574,3,16,55,,2022,1,01:38,1,0,0,0,0,0,0,0,0
18575,3,04,18,,2022,1,15:50,0,1,0,0,0,0,0,0,0
18576,2,12,25,,2022,1,07:17,0,1,0,0,0,0,0,0,0
18577,1,10,64,,2022,0,23:54,0,0,0,0,0,1,0,0,0
18578,3,03,22,Witness or victim identification of suspect at the scene,2022,1,08:00,0,0,0,0,0,1,0,0,0
18579,3,02,20,,2022,1,21:33,0,1,0,0,0,0,0,0,0
18580,3,05,25,,2022,1,10:34,0,0,1,0,0,0,0,0,0
18581,7,15,25,,2022,1,09:25,0,0,1,0,0,0,0,0,0
18582,7,09,28,,2022,1,09:42,0,0,0,0,0,0,0,0,0
18583,3,19,32,,2022,0,08:37,0,0,0,0,0,1,0,0,0
18584,3,05,19,,2022,0,23:18,0,1,0,0,0,0,0,0,0
18585,2,13,50,,2022,0,18:36,0,1,0,0,0,0,0,0,0
18586,3,99,42,,2022,0,07:10,0,0,0,0,0,1,0,0,0
18587,7,03,33,,2022,1,15:22,0,0,1,0,0,0,0,0,0
18588,2,03,30,,2022,1,16:08,0,0,1,0,0,0,0,0,0
18589,2,03,28,,2022,0,20:55,0,0,0,0,1,0,0,0,0
18590,3,04,20,,2022,1,22:18,0,1,0,0,0,0,0,0,0
18591,3,21,36,,2022,1,19:20,0,0,1,0,0,0,0,0,0
18592,2,18,45,,2022,1,11:12,0,0,1,0,0,0,0,0,0
18593,3,20,30,,2022,0,02:51,0,1,0,0,0,0,0,0,0
18594,7,17,35,Officer witnessed commission of a crime,2022,1,09:13,0,1,0,0,0,0,0,0,0
18595,3,09,41,,2022,1,09:42,0,0,0,0,0,0,0,0,0
18596,7,11,40,,2022,1,07:51,0,0,1,0,0,0,0,0,0
18597,3,19,51,,2022,1,13:25,0,0,1,0,0,0,0,0,0
18598,2,17,30,,2022,1,10:20,0,0,1,0,0,0,0,0,0
18599,3,06,33,,2022,1,16:06,0,0,1,0,0,0,0,0,0
18600,3,13,30,,2022,0,19:09,0,1,0,0,0,0,0,0,0
18601,7,21,23,,2022,1,12:20,0,0,1,0,0,0,0,0,0
18602,3,19,21,,2022,0,07:29,0,0,0,0,0,1,0,0,0
18603,4,21,39,,2022,1,07:43,0,0,1,0,0,0,0,0,0
18604,3,13,40,,2022,1,15:42,1,0,0,0,0,0,0,0,0
18605,3,02,22,,2022,0,18:41,0,1,0,0,0,0,0,0,0
18606,3,07,37,,2022,0,16:28,0,0,0,0,0,1,0,0,0
18607,7,11,25,,2022,1,08:19,0,0,1,0,0,0,0,0,0
18608,3,07,31,,2022,0,15:19,0,0,1,0,0,0,0,0,0
18609,1,11,30,,2022,0,23:13,0,1,1,0,0,0,0,0,0
18610,2,17,25,,2022,1,07:38,0,1,0,0,0,0,0,0,0
18611,3,20,23,,2022,0,19:35,1,0,0,0,0,0,0,0,0
18612,3,03,20,,2022,1,14:42,0,1,0,0,0,0,0,0,0
18613,7,10,55,,2022,0,20:14,0,0,0,0,0,1,0,0,0
18614,7,19,34,,2022,1,20:52,0,1,0,0,0,0,0,0,0
18615,3,02,25,,2022,1,22:45,0,1,0,0,0,0,0,0,0
18616,2,03,30,,2022,0,17:24,1,0,0,0,0,0,0,0,0
18617,7,17,32,,2022,1,14:45,0,1,0,0,0,0,0,0,0
18618,1,20,28,,2022,1,10:15,0,0,1,0,0,0,0,0,0
18619,3,21,22,,2022,1,23:19,0,1,0,0,0,0,0,0,0
18620,3,17,20,,2022,0,21:19,0,0,0,0,0,1,0,0,0
18621,3,05,53,,2022,0,20:26,0,1,0,0,0,0,0,0,0
18622,3,17,52,,2022,1,06:57,0,0,1,0,0,0,0,0,0
18623,7,19,60,,2022,1,07:40,0,0,1,0,0,0,0,0,0
18624,2,12,25,,2022,0,04:30,0,1,0,0,0,0,0,0,0
18625,3,13,19,,2022,0,01:04,1,0,0,0,0,0,0,0,0
18626,7,06,65,,2022,1,08:00,0,0,1,0,0,0,0,0,0
18627,3,13,20,,2022,0,01:45,1,0,0,0,0,0,0,0,0
18628,3,16,22,Matched suspect description,2022,0,14:00,0,0,0,0,1,0,0,0,0
18629,7,08,56,Officer witnessed commission of a crime,2022,0,00:23,0,0,0,0,0,1,0,0,0
18630,7,11,29,,2022,1,08:15,0,0,1,0,0,0,0,0,0
18631,2,15,37,,2022,0,04:13,0,0,0,0,0,1,0,0,0
18632,7,20,29,Officer witnessed commission of a crime,2022,0,06:00,0,0,0,0,0,1,0,0,0
18633,3,03,45,,2022,0,20:29,1,0,0,0,0,0,0,0,0
18634,3,01,25,,2022,1,15:03,0,0,1,0,0,0,0,0,0
18635,3,06,26,,2022,0,01:58,0,0,0,0,0,1,0,0,0
18636,3,01,35,,2022,1,21:57,0,1,0,0,0,0,0,0,0
18637,4,21,43,,2022,1,08:10,0,0,1,0,0,0,0,0,0
18638,3,13,20,,2022,0,15:48,0,0,1,0,0,0,0,0,0
18639,4,02,36,Witness or victim identification of suspect at the scene,2022,0,14:19,0,0,0,0,0,0,0,0,0
18640,2,01,32,,2022,0,18:16,0,0,1,0,0,0,0,0,0
18641,3,19,22,Officer witnessed commission of a crime,2022,1,22:11,0,1,0,0,0,0,0,0,0
18642,4,17,27,,2022,1,01:20,0,0,1,0,0,0,0,0,0
18643,2,03,33,,2022,0,16:18,0,1,0,0,0,0,0,0,0
18644,1,17,51,,2022,0,12:25,0,0,1,0,0,0,0,0,0
18645,3,07,35,,2022,1,04:06,0,1,0,0,0,0,0,0,0
18646,7,20,23,,2022,1,13:39,0,1,0,0,0,0,0,0,0
18647,7,17,39,,2022,1,09:35,0,0,1,0,0,0,0,0,0
18648,3,14,36,Officer witnessed commission of a crime,2022,1,15:22,0,0,1,0,0,0,0,0,0
18649,3,15,40,Other reasonable suspicion of a crime,2022,1,06:51,0,0,0,0,0,0,0,0,0
18650,7,04,30,,2022,1,00:10,1,0,0,0,0,0,0,0,0
18651,3,04,32,,2022,0,18:42,0,0,0,0,0,0,0,0,0
18652,3,06,21,,2022,0,22:38,0,0,1,0,0,0,0,0,0
18653,3,13,25,Officer witnessed commission of a crime,2022,0,18:14,0,0,0,0,1,0,0,0,0
18654,3,09,43,Witness or victim identification of suspect at the scene,2022,0,05:11,0,0,0,0,0,1,0,0,0
18655,7,06,36,,2022,1,10:56,0,0,1,0,0,0,0,0,0
18656,7,07,57,Officer witnessed commission of a crime,2022,1,19:04,0,1,0,0,0,0,0,0,0
18657,3,99,17,Officer witnessed commission of a crime,2022,0,22:26,0,0,1,0,0,0,0,0,0
18658,3,16,40,,2022,0,09:51,0,1,0,0,0,0,0,0,0
18659,3,04,23,,2022,1,18:35,0,0,1,0,0,0,0,0,0
18660,7,19,25,,2022,1,20:22,0,1,0,0,0,0,0,0,0
18661,3,04,36,,2022,1,18:50,0,0,1,0,0,0,0,0,0
18662,1,14,53,,2022,1,23:55,0,0,1,0,0,0,0,0,0
18663,7,09,29,,2022,0,13:00,0,0,1,0,0,0,0,0,0
18664,3,05,35,,2022,0,20:18,0,0,1,0,0,0,0,0,0
18665,3,11,26,,2022,1,22:57,0,1,0,0,0,0,0,0,0
18666,2,03,45,,2022,1,20:19,0,1,0,0,0,0,0,0,0
18667,3,03,44,,2022,1,08:35,0,0,1,0,0,0,0,0,0
18668,3,20,40,,2022,0,22:47,0,0,0,0,0,0,0,0,0
18669,2,13,47,Other reasonable suspicion of a crime,2022,0,02:54,0,0,0,0,1,0,0,0,0
18670,2,03,35,Other reasonable suspicion of a crime,2022,0,00:32,0,1,0,0,0,0,0,0,0
18671,3,06,35,,2022,1,00:53,0,1,0,0,0,0,0,0,0
18672,2,18,25,,2022,0,01:34,1,0,0,0,0,0,0,0,0
18673,2,03,35,,2022,0,04:51,1,0,0,0,0,0,0,0,0
18674,3,10,57,,2022,1,08:52,0,0,1,0,0,0,0,0,0
18675,2,12,25,,2022,0,20:12,1,0,0,0,0,0,0,0,0
18676,3,02,30,,2022,0,14:43,0,0,0,0,1,0,0,0,0
18677,3,19,20,,2022,1,11:44,0,0,1,0,0,0,0,0,0
18678,2,08,22,,2022,1,22:29,0,0,1,0,0,0,0,0,0
18679,7,10,20,,2022,1,09:45,0,0,1,0,0,0,0,0,0
18680,2,08,36,,2022,1,08:40,0,0,1,0,0,0,0,0,0
18681,2,03,30,,2022,1,15:29,0,1,0,0,0,0,0,0,0
18682,2,18,18,,2022,1,19:18,0,0,1,0,0,0,0,0,0
18683,3,12,22,,2022,1,09:44,0,0,1,0,0,0,0,0,0
18684,1,20,37,,2022,1,08:27,0,0,1,0,0,0,0,0,0
18685,2,03,28,,2022,0,18:04,1,0,0,0,0,0,0,0,0
18686,2,12,23,,2022,0,10:49,0,0,1,0,0,0,0,0,0
18687,2,03,35,,2022,1,18:50,0,1,0,0,0,0,0,0,0
18688,3,16,25,,2022,1,23:01,0,1,0,0,0,0,0,0,0
18689,3,19,30,,2022,1,19:23,0,1,0,0,0,0,0,0,0
18690,3,01,29,,2022,0,14:15,0,0,0,0,0,0,0,0,0
18691,2,20,45,,2022,0,18:26,1,0,0,0,0,0,0,0,0
18692,2,02,30,,2022,0,01:02,1,0,0,0,0,0,0,0,0
18693,3,19,16,Other reasonable suspicion of a crime,2022,0,22:10,0,0,0,0,0,0,0,0,0
18694,3,17,43,,2022,1,08:35,0,0,1,0,0,0,0,0,0
18695,3,17,30,,2022,1,22:52,0,1,0,0,0,0,0,0,0
18696,7,10,37,,2022,1,08:55,0,0,1,0,0,0,0,0,0
18697,2,06,25,,2022,0,01:00,0,1,0,0,0,0,0,0,0
18698,3,15,25,,2022,1,22:45,1,0,0,0,0,0,0,0,0
18699,1,13,35,,2022,0,20:30,0,0,0,0,0,0,0,0,0
18700,7,08,37,,2022,1,09:03,0,1,0,0,0,0,0,0,0
18701,2,06,32,Witness or victim identification of suspect at the scene,2022,0,06:15,0,0,0,0,0,1,0,0,0
18702,3,20,23,,2022,1,00:22,0,1,0,0,0,0,0,0,0
18703,1,10,32,,2022,1,15:19,0,0,1,0,0,0,0,0,0
18704,7,14,26,,2022,0,07:47,0,0,0,0,0,1,0,0,0
18705,7,07,25,,2022,1,08:38,0,0,1,0,0,0,0,0,0
18706,2,06,25,Officer witnessed commission of a crime,2022,1,00:51,0,0,1,0,0,0,0,0,0
18707,3,10,28,,2022,1,12:58,0,0,1,0,0,0,0,0,0
18708,7,16,38,Matched suspect description,2022,0,19:15,0,0,0,0,0,0,0,0,0
18709,4,10,27,Witness or victim identification of suspect at the scene,2022,0,12:49,0,0,0,0,0,1,0,0,0
18710,3,04,37,,2022,0,17:04,0,1,0,0,0,0,0,0,0
18711,3,14,27,,2022,1,10:40,0,0,1,0,0,0,0,0,0
18712,1,20,65,,2022,1,16:49,0,0,1,0,0,0,0,0,0
18713,1,20,31,,2022,1,12:55,0,0,1,0,0,0,0,0,0
18714,2,02,30,,2022,0,16:46,0,0,0,0,0,0,0,0,0
18715,1,15,31,,2022,1,07:07,0,0,1,0,0,0,0,0,0
18716,3,99,27,,2022,1,00:17,0,1,0,0,0,0,0,0,0
18717,3,17,26,,2022,1,08:15,0,0,1,0,0,0,0,0,0
18718,2,06,54,,2022,1,19:04,0,1,0,0,0,0,0,0,0
18719,3,02,39,,2022,0,13:51,0,0,0,0,0,1,0,0,0
18720,7,14,47,,2022,1,14:47,0,0,1,0,0,0,0,0,0
18721,4,21,55,,2022,1,11:57,0,0,1,0,0,0,0,0,0
18722,2,12,22,,2022,0,07:56,0,0,1,0,0,0,0,0,0
18723,2,13,30,,2022,0,17:41,0,0,0,0,0,0,0,0,0
18724,7,17,49,,2022,1,05:51,0,0,1,0,0,0,0,0,0
18725,2,03,49,,2022,1,15:26,0,0,1,0,0,0,0,0,0
18726,4,15,68,,2022,0,08:24,0,0,1,0,0,0,0,0,0
18727,3,10,43,,2022,0,18:20,0,0,0,1,0,0,0,0,0
18728,7,17,35,Officer witnessed commission of a crime,2022,0,10:05,0,0,0,1,0,0,0,0,0
18729,3,14,25,Matched suspect description,2022,0,18:06,0,1,0,0,0,0,0,0,0
18730,2,12,37,,2022,1,06:15,0,0,1,0,0,0,0,0,0
18731,2,03,45,,2022,1,03:02,1,0,0,0,0,0,0,0,0
18732,2,03,22,,2022,1,09:37,0,0,1,0,0,0,0,0,0
18733,2,03,25,,2022,1,21:55,0,1,0,0,0,0,0,0,0
18734,2,09,31,Matched suspect description,2022,0,12:09,0,0,0,0,0,0,0,0,0
18735,4,11,22,,2022,1,21:31,0,1,0,0,0,0,0,0,0
18736,3,12,40,,2022,1,07:49,0,0,1,0,0,0,0,0,0
18737,3,16,30,Witness or victim identification of suspect at the scene,2022,0,23:30,0,0,0,0,0,1,0,0,0
18738,3,11,35,,2022,0,23:23,0,0,0,0,0,0,0,0,0
18739,2,03,30,,2022,1,13:14,1,0,0,0,0,0,0,0,0
18740,7,03,40,,2022,1,15:03,0,1,0,0,0,0,0,0,0
18741,3,11,30,,2022,1,23:13,0,0,1,0,0,0,0,0,0
18742,2,01,60,,2022,0,07:14,0,1,0,0,0,0,0,0,0
18743,3,13,35,,2022,0,20:57,0,1,0,0,0,0,0,0,0
18744,2,15,25,Matched suspect description,2022,0,06:50,0,0,0,0,0,1,0,0,0
18745,7,15,21,,2022,0,16:26,0,0,0,0,0,0,0,1,0
18746,3,20,35,,2022,1,14:23,0,0,1,0,0,0,0,0,0
18747,7,04,29,,2022,0,02:09,0,1,0,0,0,0,0,0,0
18748,2,18,35,Other reasonable suspicion of a crime,2022,0,19:15,1,0,0,0,0,0,0,0,0
18749,3,99,30,,2022,0,20:06,1,0,0,0,0,0,0,0,0
18750,7,07,55,,2022,1,11:50,0,1,0,0,0,0,0,0,0
18751,3,19,20,,2022,1,09:47,0,0,1,0,0,0,0,0,0
18752,1,09,54,,2022,1,12:00,0,0,1,0,0,0,0,0,0
18753,2,11,40,,2022,0,18:31,0,0,0,0,0,1,0,0,0
18754,2,21,18,,2022,1,09:50,0,0,0,0,0,0,0,0,0
18755,2,20,31,,2022,1,08:47,0,0,1,0,0,0,0,0,0
18756,2,12,25,,2022,0,23:35,0,1,0,0,0,0,0,0,0
18757,3,17,45,,2022,1,15:05,0,0,1,0,0,0,0,0,0
18758,3,09,45,,2022,1,09:59,0,1,0,0,0,0,0,0,0
18759,2,02,45,,2022,0,08:24,1,0,0,0,0,0,0,0,0
18760,3,08,20,,2022,1,18:30,0,0,1,0,0,0,0,0,0
18761,3,20,21,,2022,0,21:32,0,1,0,0,0,0,0,0,0
18762,3,10,57,Matched suspect description,2022,0,17:11,0,0,0,0,0,1,0,0,0
18763,3,16,45,,2022,0,00:50,0,1,0,0,0,0,0,0,0
18764,3,20,55,,2022,1,18:22,0,1,0,0,0,0,0,0,0
18765,2,06,30,,2022,1,01:33,0,1,0,0,0,0,0,0,0
18766,3,16,43,,2022,0,17:30,0,0,0,0,0,1,0,0,0
18767,7,10,50,,2022,1,07:30,0,0,1,0,0,0,0,0,0
18768,3,08,19,,2022,1,22:52,0,0,1,0,0,0,0,0,0
18769,2,12,21,,2022,0,18:00,0,0,0,0,0,1,0,0,0
18770,2,17,37,,2022,1,09:55,0,0,1,0,0,0,0,0,0
18771,3,19,40,Officer witnessed commission of a crime,2022,0,19:05,1,0,0,0,0,0,0,0,0
18772,3,03,40,,2022,0,09:29,0,1,0,0,0,0,0,0,0
18773,2,18,24,,2022,1,21:03,0,0,1,0,0,0,0,1,0
18774,3,03,30,,2022,1,19:42,0,1,0,0,0,0,0,0,0
18775,3,13,25,,2022,0,02:15,1,0,0,0,0,0,0,0,0
18776,2,06,30,,2022,1,18:46,0,1,0,0,0,0,0,0,0
18777,3,19,40,,2022,1,09:33,0,1,1,0,0,0,0,0,0
18778,2,12,30,,2022,0,19:57,1,0,0,0,0,0,0,0,0
18779,2,15,50,,2022,1,11:56,0,1,0,0,0,0,0,0,0
18780,3,09,40,,2022,0,16:51,1,0,0,0,0,0,0,0,0
18781,4,04,33,,2022,1,17:44,0,0,1,0,0,0,0,0,0
18782,3,13,35,,2022,1,10:00,0,0,1,0,0,0,0,0,0
18783,7,15,35,Officer witnessed commission of a crime,2022,0,02:33,1,0,0,0,0,0,0,0,0
18784,3,04,48,,2022,1,07:45,0,0,1,0,0,0,0,0,0
18785,3,02,42,Officer witnessed commission of a crime,2022,0,08:43,0,0,0,1,0,0,0,0,0
18786,3,10,37,,2022,0,23:30,0,0,0,0,0,0,0,0,0
18787,3,21,26,,2022,1,05:56,0,0,1,0,0,0,0,0,0
18788,2,12,21,,2022,0,21:08,1,0,0,0,0,0,0,0,0
18789,7,06,33,Witness or victim identification of suspect at the scene,2022,0,23:30,0,0,0,0,0,1,0,0,0
18790,3,04,21,,2022,1,18:41,0,0,1,0,0,0,0,0,0
18791,2,12,25,,2022,0,20:51,1,0,0,0,0,0,0,0,0
18792,3,16,23,,2022,1,00:12,0,1,0,0,0,0,0,0,0
18793,2,06,20,,2022,0,00:45,0,0,1,0,0,0,0,0,0
18794,3,07,28,,2022,1,22:47,0,1,0,0,0,0,0,0,0
18795,3,19,40,,2022,0,03:41,0,1,0,0,0,0,0,0,0
18796,3,02,48,Matched suspect description,2022,0,13:50,0,0,0,0,0,0,0,0,0
18797,2,13,22,,2022,1,22:44,1,0,0,0,0,0,0,0,0
18798,3,13,20,,2022,1,23:12,0,1,0,0,0,0,0,0,0
18799,3,13,26,,2022,0,19:33,0,1,0,0,0,0,0,0,0
18800,3,01,32,,2022,1,07:35,0,0,1,0,0,0,0,0,0
18801,3,09,27,Officer witnessed commission of a crime,2022,0,19:17,0,1,0,0,0,0,0,0,0
18802,7,14,29,Officer witnessed commission of a crime,2022,1,16:42,0,0,1,0,0,0,0,0,0
18803,2,12,65,,2022,0,02:30,0,1,0,0,0,0,0,0,0
18804,2,14,25,,2022,1,07:50,0,0,1,0,0,0,0,0,0
18805,3,13,22,,2022,1,00:28,0,1,0,0,0,0,0,0,0
18806,3,02,38,Officer witnessed commission of a crime,2022,0,02:25,0,0,1,0,0,0,0,0,0
18807,3,17,30,,2022,1,20:18,0,1,0,0,0,0,0,0,0
18808,3,18,30,,2022,0,17:31,1,0,0,0,0,0,0,0,0
18809,3,01,50,,2022,1,20:01,0,1,0,0,0,0,0,0,0
18810,2,02,37,,2022,1,22:32,0,1,0,0,0,0,0,0,0
18811,2,03,29,,2022,1,17:39,0,1,0,0,0,0,0,0,0
18812,2,02,35,,2022,0,19:30,1,0,0,0,0,0,0,0,0
18813,3,04,37,,2022,0,01:16,1,0,0,0,0,0,0,0,0
18814,2,12,35,,2022,0,16:33,0,0,0,0,0,0,0,0,0
18815,3,17,22,,2022,1,08:30,0,0,1,0,0,0,0,0,0
18816,2,14,73,,2022,1,11:03,0,1,0,0,0,0,0,0,0
18817,2,12,27,,2022,0,17:40,0,0,1,0,0,0,0,0,0
18818,7,17,21,,2022,1,21:10,0,0,0,1,0,0,0,0,0
18819,7,09,68,,2022,1,06:53,0,0,1,0,0,0,0,0,0
18820,2,20,38,,2022,1,08:10,0,1,0,0,0,0,0,0,0
18821,7,14,38,,2022,1,08:53,0,0,1,0,0,0,0,0,0
18822,3,12,30,Officer witnessed commission of a crime,2022,0,01:45,0,1,0,0,0,0,0,0,0
18823,2,12,30,,2022,0,17:04,1,0,0,0,0,0,0,0,0
18824,2,02,45,Officer witnessed commission of a crime,2022,1,18:19,0,1,0,0,0,0,0,0,0
18825,3,01,59,,2022,1,16:14,0,0,1,0,0,0,0,0,0
18826,3,07,25,Other reasonable suspicion of a crime,2022,0,14:00,0,0,0,0,0,1,0,0,0
18827,3,07,26,,2022,1,10:00,0,0,1,0,0,0,0,0,0
18828,1,14,25,,2022,1,16:40,0,0,1,0,0,0,0,0,0
18829,3,12,40,,2022,0,09:01,1,0,0,0,0,0,0,0,0
18830,3,16,19,,2022,1,23:00,0,0,1,0,0,0,0,0,0
18831,3,04,18,Officer witnessed commission of a crime,2022,0,00:16,0,1,0,0,0,0,0,0,0
18832,3,12,30,,2022,1,12:32,0,1,0,0,0,0,0,0,0
18833,1,20,40,,2022,0,17:00,0,1,0,0,0,0,0,0,0
18834,3,09,30,Officer witnessed commission of a crime,2022,0,21:07,0,0,0,0,0,1,0,0,0
18835,3,02,35,Matched suspect description,2022,0,20:30,0,0,0,0,0,1,0,0,0
18836,3,21,30,,2022,1,09:15,0,0,1,0,0,0,0,0,0
18837,7,01,40,Matched suspect description,2022,1,18:11,0,0,0,0,0,0,0,0,0
18838,3,13,26,,2022,1,12:10,0,0,1,0,0,0,0,0,0
18839,3,03,56,,2022,0,14:34,1,0,0,0,0,0,0,0,0
18840,3,04,19,,2022,0,22:40,1,0,0,0,0,0,0,0,0
18841,3,20,24,,2022,0,10:49,0,0,1,0,0,0,0,0,0
18842,7,12,38,,2022,1,07:45,0,0,1,0,0,0,0,0,0
18843,4,08,20,,2022,1,13:20,0,0,1,0,0,0,0,0,0
18844,3,01,42,,2022,1,08:56,0,1,0,0,0,0,0,0,0
18845,2,18,20,Other reasonable suspicion of a crime,2022,0,19:20,1,0,0,0,0,0,0,0,0
18846,3,02,30,,2022,1,23:48,0,1,0,0,0,0,0,0,0
18847,2,02,20,,2022,0,15:23,0,1,1,0,0,0,0,0,0
18848,3,05,35,,2022,1,18:50,0,1,0,0,0,0,0,0,0
18849,3,13,28,,2022,1,22:46,1,0,0,0,0,0,0,0,0
18850,3,13,50,,2022,0,09:47,1,0,0,0,0,0,0,0,0
18851,7,17,29,,2022,1,16:40,0,0,1,0,0,0,0,0,0
18852,7,17,30,,2022,1,08:05,0,0,1,0,0,0,0,0,0
18853,7,10,32,,2022,1,08:41,0,0,1,0,0,0,0,0,0
18854,2,13,38,,2022,1,17:53,0,0,1,0,0,0,0,0,0
18855,3,16,30,Officer witnessed commission of a crime,2022,0,18:00,0,0,0,0,0,1,0,0,0
18856,3,09,36,,2022,0,10:57,0,0,0,0,1,0,0,0,0
18857,3,05,40,,2022,1,20:45,0,0,1,0,0,0,0,0,0
18858,3,13,76,Officer witnessed commission of a crime,2022,1,14:51,0,0,1,0,0,0,0,0,0
18859,7,14,53,,2022,1,23:08,0,0,1,0,0,0,0,0,0
18860,4,10,40,,2022,1,11:44,1,0,0,0,0,0,0,0,0
18861,7,06,31,,2022,1,08:44,0,0,1,0,0,0,0,0,0
18862,7,21,40,,2022,0,22:34,0,0,0,0,0,1,0,0,0
18863,3,02,25,,2022,0,17:17,0,1,0,0,0,0,0,0,0
18864,3,17,30,,2022,0,04:19,0,0,0,0,1,0,0,0,0
18865,7,07,19,,2022,1,10:40,0,0,1,0,0,0,0,0,0
18866,3,16,20,,2022,0,20:22,0,0,0,0,0,0,0,0,0
18867,2,18,25,Other reasonable suspicion of a crime,2022,0,17:39,0,1,0,0,0,0,0,0,0
18868,3,02,21,,2022,1,10:08,0,0,1,0,0,0,0,0,0
18869,1,20,40,,2022,0,06:51,0,0,0,0,0,0,0,1,0
18870,2,09,30,Officer witnessed commission of a crime,2022,1,13:06,0,1,0,0,0,0,0,0,0
18871,3,06,38,Witness or victim identification of suspect at the scene,2022,0,09:23,1,0,0,0,0,0,0,0,0
18872,3,99,50,,2022,0,18:01,0,0,0,0,1,0,0,0,0
18873,3,17,43,,2022,0,10:04,0,0,0,0,0,0,0,1,0
18874,4,06,44,Matched suspect description,2022,0,18:20,1,0,0,0,0,0,0,0,0
18875,3,05,46,,2022,1,09:13,0,0,1,0,0,0,0,0,0
18876,1,20,30,,2022,1,10:25,0,0,1,0,0,0,0,0,0
18877,3,16,26,,2022,1,15:55,0,0,1,0,0,0,0,0,0
18878,2,03,18,,2022,0,22:32,0,0,1,0,0,0,0,0,0
18879,7,14,52,,2022,1,12:05,0,0,1,0,0,0,0,0,0
18880,3,05,40,,2022,1,20:26,0,1,0,0,0,0,0,0,0
18881,3,12,35,,2022,1,22:25,0,1,0,0,0,0,0,0,0
18882,3,06,54,,2022,1,15:47,0,1,0,0,0,0,0,0,0
18883,3,14,18,Officer witnessed commission of a crime,2022,0,13:13,0,0,0,0,0,0,0,0,0
18884,3,15,25,Officer witnessed commission of a crime,2022,1,09:54,0,0,0,1,0,0,0,0,0
18885,7,08,23,Officer witnessed commission of a crime,2022,0,17:33,0,0,0,0,1,0,0,0,0
18886,3,18,36,,2022,1,13:05,0,0,1,0,0,0,0,0,0
18887,4,15,37,,2022,1,13:47,0,0,1,0,0,0,0,0,0
18888,2,02,29,,2022,0,13:29,0,1,0,0,0,0,0,0,0
18889,3,16,47,,2022,1,12:30,0,0,1,0,0,0,0,0,0
18890,3,09,45,,2022,0,23:43,0,0,0,0,0,1,0,0,0
18891,7,07,45,,2022,1,23:24,0,1,0,0,0,0,0,0,0
18892,7,21,24,Officer witnessed commission of a crime,2022,0,15:50,0,0,0,1,0,0,0,0,0
18893,7,17,34,,2022,1,08:24,0,0,1,0,0,0,0,0,0
18894,3,20,20,,2022,0,01:11,0,1,0,0,0,0,0,0,0
18895,3,19,25,Officer witnessed commission of a crime,2022,0,13:56,0,0,0,1,0,0,0,0,0
18896,3,06,29,,2022,0,22:27,0,0,0,0,0,1,0,0,0
18897,2,03,24,,2022,0,23:49,0,0,0,0,0,1,0,0,0
18898,3,10,51,,2022,1,23:06,0,0,1,0,0,0,0,0,0
18899,3,19,25,,2022,1,23:20,0,1,0,0,0,0,0,0,0
18900,2,18,30,,2022,0,13:48,0,0,0,0,0,1,0,0,0
18901,3,12,58,Matched suspect description,2022,0,21:10,0,0,0,0,0,1,0,0,0
18902,2,06,25,,2022,1,23:23,0,1,0,0,0,0,0,0,0
18903,3,04,30,Other reasonable suspicion of a crime,2022,0,21:57,0,0,0,0,0,1,0,0,0
18904,2,13,35,,2022,0,19:23,0,1,0,0,0,0,0,0,0
18905,2,12,26,,2022,1,21:42,0,0,1,0,0,0,0,0,0
18906,3,02,40,Officer witnessed commission of a crime,2022,1,00:15,0,0,0,1,0,0,0,0,0
18907,3,11,54,,2022,0,19:27,0,1,0,0,0,0,0,0,0
18908,3,99,30,Other reasonable suspicion of a crime,2022,0,17:41,1,0,0,0,0,0,0,0,0
18909,3,05,45,,2022,1,11:34,0,0,1,0,0,0,0,0,0
18910,3,02,30,,2022,0,18:30,0,0,0,0,1,1,0,0,0
